label,fg_per_game,fga_per_game,fg_percent,x3pa_per_game,x3p_percent,x2pa_per_game,x2p_percent,fta_per_game,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game
C,2.4,3.7,0.644,0,0,3.7,0.644,1,0.714,1.9,2.5,4.4,0.7,0.5,0.8,0.5,1.8,5.5
C,5.2,8.2,0.629,0.1,0.2,8.1,0.633,2.8,0.551,2.7,7.2,9.9,2.1,0.6,2.1,1.3,2.5,11.8
C,3.9,5.6,0.691,0,0,5.6,0.693,2.7,0.737,2.6,5.5,8,0.8,0.4,1.1,1.1,2.6,9.7
C,10.4,17.9,0.583,2.9,0.359,14.9,0.626,5.5,0.817,2.8,9.5,12.4,9,1.4,0.9,3,2.5,26.4
C,7.7,15.9,0.484,4.1,0.294,11.8,0.55,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18
C,0.7,1.3,0.579,0.4,0.333,0.9,0.692,1,0.667,0.7,1.7,2.4,0.1,0,0.5,0.2,1.2,2.3
C,2.1,3.8,0.538,0.5,0.208,3.3,0.588,0.6,0.679,1.5,2.8,4.3,0.6,0.2,0.4,0.8,1.1,4.6
C,4.1,6.6,0.611,1.3,0.333,5.4,0.676,2.1,0.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9,10.2
C,1,2,0.5,0.4,0.533,1.6,0.491,0.7,0.76,0.8,1.6,2.3,0.9,0.2,0.2,0.5,1,2.8
PG,0.3,0.7,0.5,0.3,0,0.3,1,0,0,0.3,0.3,0.7,0.8,0,0,0.2,0.2,0.7
PG,2.2,5.2,0.417,2.5,0.337,2.7,0.49,1.2,0.822,0.7,2.6,3.3,2.9,0.6,0.4,0.9,1.8,6.2
PG,2.2,5.1,0.432,2.3,0.321,2.8,0.523,1.3,0.81,0.6,2.4,3.1,3.1,0.5,0.4,1,1.8,6.3
PG,2.1,5.3,0.391,2.8,0.361,2.5,0.424,1,0.852,0.7,2.9,3.6,2.6,0.7,0.5,0.6,1.7,6
PG,1.4,4.1,0.351,2.7,0.276,1.4,0.5,0.3,1,0.3,0.8,1.1,1.1,0.6,0,0.5,1,4
PG,1,2.7,0.373,1.8,0.382,0.9,0.353,0,0,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7
PG,2.1,6.2,0.338,4.1,0.208,2.1,0.593,0.8,1,0.3,0.8,1.2,1.5,0.8,0,0.6,1.2,5.8
C,3.2,5.9,0.54,0.7,0.368,5.2,0.563,1,0.718,2.4,3.6,6,1.3,0.8,1,0.8,2.4,7.3
PG,3.6,7.7,0.468,4.7,0.385,3.1,0.593,0.7,0.821,0.9,2.4,3.2,3.4,0.5,0.1,0.7,1.3,9.6
C,3.1,6.8,0.459,1.9,0.277,4.9,0.528,1.7,0.571,2,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7
PG,0,0.3,0,0,0,0.3,0,0.7,1,0,1.3,1.3,0.7,0.3,0,0,0.3,0.7
PG,0.5,1.8,0.286,1,0.125,0.8,0.5,0.3,0.5,0.3,0.5,0.8,1,0,0,0.4,1,1.3
PG,4,9.2,0.431,3.5,0.359,5.8,0.475,1.2,0.806,0.4,1.5,1.9,3.8,0.5,0.2,1.3,1.8,10.2
C,1.4,2.6,0.559,0,0,2.6,0.559,0.9,0.571,1.4,2,3.4,0.7,0.1,0.4,0.5,1.4,3.4
C,2.8,4.3,0.654,0,0,4.3,0.654,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
C,0.4,1.2,0.368,0.5,0.25,0.7,0.455,0.1,1,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1
C,5.3,8.1,0.661,0,0,8,0.664,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1,14
PG,4.4,9.8,0.454,2.3,0.273,7.5,0.509,2.4,0.688,1.4,3.7,5,4.5,1.1,0.3,2.1,1.8,11.1
PG,0,0.3,0,0.3,0,0,0,0,0,0,0.4,0.4,0.2,0.1,0,0.1,0.3,0
PG,1.1,2.1,0.519,0.3,0.75,1.8,0.478,1.3,0.765,0.2,0.8,1,1.1,0.8,0.2,0.6,0.6,3.4
PG,1.3,2.5,0.52,0.3,0.667,2.2,0.5,1.7,0.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1
PG,0.3,0.7,0.5,0.3,1,0.3,0,0,0,0,0.7,0.7,1,0.7,0,0.3,0.3,1
PG,0.8,2.3,0.364,0.7,0.125,1.6,0.462,1.6,0.744,0.4,0.9,1.3,1.3,0.3,0.1,0.3,0.5,3
C,1.6,3.4,0.471,1.4,0.297,2,0.593,0.7,0.735,1,2.2,3.2,1.1,0.2,0.3,0.4,0.8,4.1
PG,5,12.9,0.385,4.3,0.325,8.5,0.416,3.3,0.819,0.9,2.3,3.1,5.4,0.8,0.2,3.4,3.1,14
PG,4.8,9.7,0.493,3.4,0.417,6.2,0.534,2.6,0.745,1,2.1,3.2,4.7,1.7,0.5,2.7,2.9,12.9
PG,10.6,19.8,0.535,3.6,0.353,16.2,0.576,8.7,0.874,0.9,4.7,5.5,6.2,2,0.9,2.2,2.5,30.1
PG,2.5,6.6,0.384,2.3,0.286,4.2,0.438,0.8,0.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1,6.3
PG,3.3,8.4,0.392,4.8,0.337,3.6,0.467,2.8,0.805,0.4,2.3,2.7,4.7,0.7,0.3,1.2,1.8,10.5
PG,4.1,10.4,0.391,5.8,0.32,4.6,0.48,3.3,0.781,0.5,2.8,3.3,6,0.8,0.2,1.3,1.8,12.6
PG,2,5,0.397,3.2,0.389,1.8,0.412,1.8,0.88,0.1,1.5,1.7,2.4,0.5,0.5,1,1.9,6.8
PG,8.8,19.5,0.45,11.8,0.408,7.7,0.515,4.4,0.923,0.5,4,4.5,5.1,0.7,0.4,2.8,1.6,26.4
PG,4.6,8.4,0.556,0.6,0.409,7.7,0.568,0.9,0.79,0.5,2.2,2.7,5.5,1,0.1,1.5,1.1,10.2
PG,3.6,9.1,0.396,3.6,0.33,5.5,0.438,2.1,0.807,0.4,2,2.4,3.5,0.9,0.4,1.3,1.8,10.1
PG,1.1,2.9,0.391,2.2,0.371,0.7,0.455,0.3,0.6,0,0.3,0.3,0.8,0.5,0,0.4,0.5,3.3
PG,6.1,14.5,0.423,5.7,0.371,8.7,0.458,2.2,0.913,0.6,3.6,4.2,4.6,1,0.3,1.3,1.6,16.4
C,2.3,3.9,0.577,0.6,0.182,3.3,0.646,1.2,0.872,1.1,2.7,3.7,0.6,0.3,0.4,0.6,1.2,5.7
PG,1.2,4.1,0.286,1.8,0.167,2.4,0.375,0.9,0.933,0.2,1.2,1.4,1.6,0.4,0,1.1,1.2,3.5
PG,1.5,5.1,0.288,2.3,0.167,2.8,0.389,0.9,0.917,0.3,1.5,1.8,2.2,0.5,0,1.2,1.4,4.2
PG,0.3,1,0.25,0,0,1,0.25,0.8,1,0,0.3,0.3,0,0,0,0.8,0.8,1.3
PG,8,18.7,0.43,8.7,0.373,10,0.479,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2,25.7
PG,3.9,7.8,0.505,2.5,0.335,5.3,0.584,1.5,0.856,0.8,3,3.8,6.2,1,0.1,1.5,1.2,10
PG,3.5,7.7,0.459,3.1,0.373,4.6,0.516,1.4,0.763,0.5,3.1,3.6,4,1.2,0.1,1.6,1.2,9.3
PG,1.5,3.1,0.5,1.5,0.421,1.6,0.571,0.1,1,0.3,1.5,1.8,1.5,0.2,0,0.7,0.2,3.8
PG,4.5,9.9,0.453,3.8,0.364,6,0.509,2.1,0.759,0.6,3.9,4.5,5.2,1.7,0.1,2,1.6,11.9
C,3,5.4,0.551,0,0,5.4,0.551,1,0.84,2.6,2.8,5.4,1.1,0.5,1.1,1.4,2.8,6.8
C,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0
C,3.3,5.9,0.551,0,0,5.9,0.551,1.1,0.84,2.8,3,5.8,1.2,0.5,1.2,1.4,3,7.4
C,1.5,2.4,0.608,0,0,2.4,0.613,1.1,0.288,1.5,2.1,3.6,1,0.2,0.3,0.6,1.2,3.3
C,2.9,6.7,0.433,3.6,0.278,3.1,0.613,2.2,0.773,0.6,3,3.6,1.3,0.5,0.7,1,2.8,8.5
PG,0.5,1.8,0.3,0.5,0.333,1.3,0.286,0,0,0.1,0.4,0.5,0.5,0.3,0,0.2,0.1,1.3
PG,7.2,15.2,0.477,7.8,0.364,7.4,0.595,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1
PG,9.1,20.3,0.45,8.1,0.373,12.1,0.501,5.4,0.868,0.5,3.2,3.7,6.2,1,0.5,1.7,2.2,25.9
PG,4.9,10.1,0.489,3.9,0.414,6.2,0.537,0.6,0.8,0.3,2.4,2.7,7.3,1.1,0.3,1,0.7,12
C,1,1.4,0.696,0,0,1.4,0.696,0.8,0.231,0.7,1.3,2,0.2,0.1,0.4,0.3,1.1,2.2
PG,2.7,6.2,0.43,2.6,0.279,3.6,0.537,1.3,0.813,0.2,1.2,1.5,4.4,0.5,0.1,1.7,1.1,7
PG,1.2,3,0.407,1.5,0.244,1.5,0.565,0.6,0.737,0,0.8,0.8,2.5,0.3,0.1,1,0.7,3.3
PG,4.1,9.3,0.437,3.6,0.294,5.7,0.529,1.9,0.839,0.4,1.7,2.1,6.2,0.7,0.1,2.3,1.5,10.8
C,7.8,16.7,0.465,5.5,0.325,11.2,0.534,5.2,0.796,2.3,8.4,10.6,3.9,1.2,3.6,3.7,2.2,21.4
PG,2.3,4.7,0.49,3.1,0.412,1.6,0.639,0.3,0.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1
C,3.6,5.5,0.654,0.3,0.211,5.2,0.68,1.5,0.602,2.6,4.9,7.5,0.9,0.5,2.4,1,2.1,8.1
C,4.1,7.7,0.525,3.1,0.374,4.6,0.626,2.4,0.694,2,4.9,6.9,1.7,0.6,0.5,1.2,2.2,11
C,2.6,6.3,0.408,1.6,0.226,4.7,0.469,1.3,0.419,1.6,3,4.6,1.7,1.2,1,0.9,1.8,6
C,4.3,8.9,0.484,2.6,0.32,6.3,0.552,2.3,0.753,1.7,3.7,5.4,2.8,0.5,0.8,1.9,3,11.2
PG,2.4,7.7,0.315,2.4,0.294,5.3,0.324,0.6,0.75,0.6,2.3,2.9,3.6,1,0.4,1.4,1.6,6
PG,1.5,3.5,0.418,1.4,0.409,2.1,0.424,0.5,0.844,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,3.9
C,3.6,7.6,0.476,5.2,0.446,2.4,0.539,0.3,0.714,1.2,5,6.2,3,0.5,1,0.6,1.9,9.8
PG,1.9,4.3,0.455,2.3,0.364,2,0.556,1.1,0.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,2.4,5.6
C,0.6,1.2,0.533,0.1,0,1.1,0.571,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7
C,5.9,10.7,0.553,0.8,0.333,9.9,0.57,3.8,0.715,3.2,5.8,9,3.9,0.9,0.9,2.6,3.4,14.8
C,2.5,4.1,0.606,0,0,4,0.613,1.9,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,6
C,9.7,17.2,0.563,1.3,0.257,15.9,0.589,7.9,0.784,3.5,9.1,12.5,2.6,1.1,2,2.2,2.6,25.9
C,8,14.9,0.54,0.2,0.083,14.7,0.545,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4
PG,3.2,5.6,0.566,0,0,5.5,0.571,1.4,0.439,1,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9
C,2,3.4,0.578,0,0,3.4,0.578,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3
C,1.5,3.2,0.485,1.6,0.348,1.6,0.625,0.8,0.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8,4.1
C,1.3,1.9,0.683,0,0,1.9,0.695,0.9,0.741,0.6,1.3,1.9,0.3,0.2,0.1,0.5,0.3,3.3
PG,4.1,10.2,0.399,5.6,0.371,4.6,0.434,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,1.7,11.8
PG,4.1,10.3,0.399,5.7,0.378,4.6,0.425,2,0.866,0.2,1.8,2,3,0.7,0.3,1.6,1.6,12.1
PG,3.9,9.8,0.401,5.3,0.351,4.5,0.46,1.4,0.75,0.7,2.8,3.5,3.4,0.8,0.1,1.1,2.1,10.8
C,6.1,11.5,0.531,4.7,0.374,6.9,0.637,2.4,0.784,2,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9
C,1.5,2.9,0.527,0.1,0,2.8,0.546,1.3,0.7,1.4,2.1,3.5,0.8,0.2,0.9,0.6,1.9,3.9
C,1.5,3,0.516,0,0,3,0.522,1.4,0.682,1.5,2.4,3.9,1,0.2,1,0.6,2.2,4.1
C,1.4,2.4,0.579,0.4,0,2,0.688,0.8,0.833,0.8,1.1,1.9,0.1,0,0.4,0.6,0.8,3.4
PG,0.5,2.7,0.185,2.5,0.16,0.2,0.5,0.2,1,0.2,0.4,0.6,0.4,0.2,0,0,0.6,1.6
PG,7.8,18.7,0.415,5.1,0.279,13.6,0.466,3.6,0.837,1,5.2,6.2,6,0.8,0.6,3.3,2.8,19.9
PG,3.9,9.4,0.415,3.9,0.368,5.6,0.448,1.3,0.766,0.3,2,2.2,4.5,0.7,0.2,1.7,1.8,10.3
PG,0.9,2.1,0.4,0.9,0.5,1.3,0.333,1.1,0.625,0.1,0.6,0.7,0.9,0.3,0,0.3,0.3,2.9
C,2.5,3.9,0.644,0.2,0.375,3.6,0.661,1.1,0.595,2.1,3.4,5.5,1.3,0.5,0.9,1.2,2.1,5.7
C,2,3.3,0.589,0.6,0.237,2.7,0.663,1.1,0.74,0.7,2.3,3,0.6,0.3,0.3,0.5,1.2,4.9
PG,5,11.3,0.44,4.4,0.375,6.9,0.482,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9
C,1.2,2.6,0.48,0.2,0.083,2.4,0.514,1,0.627,1.4,1.5,2.9,0.5,0.4,1,0.3,2.2,3.1
C,5.9,11.5,0.515,4.2,0.376,7.3,0.594,4.2,0.772,1.3,6,7.3,1.8,0.4,1.1,1.8,2.5,16.6
C,5.4,8.2,0.653,0,0,8.2,0.654,2,0.603,4,7.1,11,0.9,0.7,1.2,0.8,2.1,12
C,2.5,3.9,0.627,0.1,0,3.8,0.649,2.3,0.686,1.7,2.6,4.3,0.7,0.2,0.3,0.9,2.2,6.5
PG,4.6,10.2,0.454,3.4,0.364,6.7,0.5,2.8,0.894,0.8,4,4.8,3.9,0.6,0.5,1.5,2.6,13
PG,2.4,5.7,0.427,2.9,0.389,2.8,0.468,1.2,0.792,0.3,1.4,1.7,3.5,0.5,0.1,0.9,1.4,6.9
PG,6.3,13.4,0.469,6.9,0.396,6.5,0.548,3,0.829,0.5,2.5,3,6.2,1,0.4,2.6,2,17.8
PG,6.3,13.5,0.465,7,0.391,6.4,0.546,3.1,0.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9
PG,6.3,13,0.484,6.5,0.414,6.5,0.555,2.9,0.735,0.4,2.5,2.9,6.1,0.6,0.5,2.3,1.4,17.4
PG,1.4,4.2,0.342,2.5,0.286,1.7,0.423,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1,4
PG,1.8,4.2,0.423,1.6,0.294,2.5,0.506,0.8,0.708,0.4,1.1,1.5,1.2,0.4,0.4,0.6,1.1,4.6
C,1.3,2.1,0.64,0.4,0.588,1.7,0.652,0.7,0.759,1,2,3,0.4,0.2,0.5,0.6,1.3,3.5
C,0.9,1.7,0.541,0.1,0,1.5,0.588,0.9,0.75,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5
C,1.8,2.6,0.714,0.7,0.714,1.8,0.714,0.5,0.778,1.3,2.3,3.5,0.6,0.3,0.5,0.7,2,4.6
PG,9.6,20.7,0.463,11.3,0.371,9.4,0.574,9.6,0.914,0.8,4,4.8,7.3,0.9,0.3,3.3,1.9,32.2
C,3.7,5.1,0.732,0,0,5.1,0.732,2.4,0.679,2.1,3.5,5.6,1.1,0.4,1.3,1.1,2.4,9
C,3,6.3,0.477,1.6,0.182,4.7,0.576,1.7,0.417,1,2.1,3.1,1.3,0.3,0.9,0.4,1,7
PG,7.6,16.4,0.462,6,0.41,10.4,0.492,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6
PG,2.3,5,0.454,2.5,0.32,2.5,0.584,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6
C,1.9,3.6,0.544,0.2,0.545,3.3,0.544,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7
PG,9.3,18.2,0.512,5,0.324,13.2,0.584,6,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25
PG,3.6,8.5,0.425,5.2,0.39,3.2,0.484,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1
C,2.3,2.9,0.765,0,1,2.9,0.763,1.2,0.458,1.3,3.8,5.2,0.9,0.3,0.6,1.2,1.8,5.1
C,7.8,13.2,0.589,0.4,0.292,12.9,0.597,3,0.76,2.6,7.4,10,1.7,0.6,0.8,1.8,2.8,18
PG,2.8,5.8,0.474,2.4,0.345,3.4,0.564,1.2,0.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4
PG,4.1,9.8,0.415,3.4,0.329,6.4,0.461,3.8,0.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6
PG,3.4,8.4,0.412,2.1,0.216,6.3,0.475,2,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8
PG,2.3,5.9,0.384,2.3,0.302,3.6,0.438,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6
PG,0.2,1.7,0.1,0.7,0.25,1,0,0,0,1,0.7,1.7,1.3,0.8,0,0.5,1.5,0.5
PG,2.2,5.9,0.374,4.6,0.352,1.3,0.452,1.8,0.748,0.3,1.4,1.7,2.7,0.6,0.2,0.7,1.1,7.4
PG,1.6,4.4,0.368,3.6,0.347,0.8,0.463,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3
PG,3.8,10,0.38,7.4,0.358,2.6,0.442,3.6,0.75,0.4,2.2,2.5,4,0.8,0.3,1.3,1.6,13
C,2,4,0.51,1,0.308,2.9,0.58,1.3,0.673,0.9,2.6,3.5,0.7,0.2,0.5,0.7,2,5.2
C,2.1,4.3,0.496,1.2,0.297,3.1,0.576,1.5,0.727,0.9,2.7,3.6,0.5,0.2,0.5,0.6,2,5.7
C,1.6,2.8,0.591,0.3,0.5,2.5,0.6,0.6,0.2,0.8,2.4,3.1,1.3,0.3,0.6,0.8,1.8,3.5
C,7.3,11.9,0.615,1.1,0.373,10.8,0.639,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1
C,2.7,4.3,0.641,0.2,0.389,4.1,0.655,1.6,0.664,1.7,3.7,5.4,1.3,0.5,1.3,0.9,2.2,6.6
C,2.6,3.5,0.732,0.1,0,3.5,0.746,2.2,0.667,2,2.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7
PG,1.5,3.5,0.418,1.5,0.314,2.1,0.492,0.7,0.65,0.6,2.6,3.2,2.3,0.7,0.2,1,1.7,3.8
PG,0.4,1.6,0.231,1.4,0.273,0.3,0,0.3,0.5,0,0.3,0.3,1.1,0.8,0,0.4,0.4,1.3
PG,0,3,0,1,0,2,0,0,0,1,1,2,1,0,0,0,0,0
C,0.9,1.8,0.492,0.9,0.394,0.8,0.6,0.4,0.875,0.2,1.3,1.4,0.9,0.2,0.1,0.3,0.6,2.5
C,1,1.7,0.568,0.9,0.478,0.8,0.667,0.5,0.833,0.1,1.3,1.4,0.8,0.2,0,0.3,0.8,2.7
C,0.6,1.9,0.316,1,0.2,0.9,0.444,0.4,1,0.4,1.2,1.6,1.1,0.1,0.3,0,0.1,1.8
PG,1,2.8,0.364,1.4,0.254,1.4,0.477,0.7,0.667,0.1,1.2,1.3,1.2,0.3,0.1,0.6,1.4,2.9
PG,6.3,16.1,0.393,8.8,0.342,7.3,0.455,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2,2.8,19.3
PG,3.4,8.3,0.402,5.1,0.334,3.2,0.512,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4
PG,1.9,3.1,0.594,1.2,0.5,2,0.651,0.3,0.857,1.1,2,3.1,1.4,1,0.2,0.7,2,4.6
PG,1.6,2.7,0.585,1.1,0.529,1.6,0.625,0.3,1,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1
PG,2.4,4,0.607,1.3,0.444,2.7,0.684,0.4,0.667,2,2.3,4.3,1.1,0.9,0.6,0.6,2,5.7
PG,1.7,3.6,0.47,2.1,0.358,1.5,0.62,1.2,0.764,0.3,1.5,1.8,2.4,0.6,0.1,0.7,1.2,5
PG,1.7,3.8,0.447,2.1,0.311,1.7,0.621,1.3,0.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,1.2,5
PG,1.7,3.1,0.559,1.9,0.524,1.2,0.615,0.8,0.889,0.2,1.5,1.6,1.9,0.6,0.3,0.6,1.3,5.2
C,1.8,3.3,0.552,0.7,0.231,2.6,0.636,1.1,0.548,1.6,2,3.6,1,0.4,0.7,0.6,1.7,4.4
C,1.3,2.5,0.519,0.7,0.286,1.8,0.605,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3
C,2.5,4.3,0.575,0.7,0.167,3.6,0.656,1.1,0.667,2.1,3.1,5.2,1.2,0.4,0.9,0.6,1.8,5.8
PG,2.4,5.8,0.421,2.5,0.359,3.3,0.468,0.8,0.689,0.3,1.1,1.4,2.6,0.2,0.1,1.1,1.1,6.3
PG,2.5,5.9,0.425,2.5,0.352,3.4,0.48,0.8,0.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4
PG,2,5.1,0.389,2.4,0.412,2.7,0.368,0.6,1,0.4,1.3,1.7,1.7,0.3,0,1,0.3,5.6
C,1.5,3.8,0.385,2.4,0.28,1.4,0.571,0.4,0.769,0.9,2.6,3.5,1.7,0.1,0.5,1,1.8,3.9
PG,5.2,11.6,0.448,5.6,0.37,6,0.521,3.1,0.819,0.7,3.4,4.2,3.4,1,0.2,1.2,2,14.9
C,2.1,4,0.535,0.5,0.216,3.5,0.576,0.9,0.676,2.5,4,6.5,1.2,0.6,0.8,0.8,2.6,5
C,2.8,5,0.563,0.2,0.143,4.8,0.582,2.3,0.651,1.8,2.7,4.5,0.8,0.5,1.5,0.8,2.4,7.2
C,3.9,8.8,0.442,4.1,0.327,4.7,0.542,3,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3
PG,1.2,3,0.397,0.3,0.167,2.8,0.42,0.1,0.5,0.1,1.1,1.3,2.3,0.2,0.2,1,0.8,2.5
C,4.3,6.8,0.634,0,0,6.7,0.637,3.1,0.697,3.1,6.8,9.9,1,0.4,1.3,1.5,2.9,10.8
PG,0.7,1.6,0.421,0.6,0.286,1,0.5,0.2,0.5,0.2,0.6,0.8,0.9,0.2,0.2,0.3,0.4,1.6
PG,9.3,19.9,0.466,4.9,0.307,15,0.519,8.1,0.748,1,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2
C,1.9,3,0.64,0.1,0.4,2.9,0.65,1,0.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.4
PG,1,3,0.333,3,0.333,0,0,0,0,0,4,4,7,3,0,2,3,3
C,5.4,8.6,0.629,0,0,8.6,0.63,2.8,0.592,3.3,5.8,9.1,2.7,0.9,1.2,1.7,2.7,12.5
C,5.2,8.4,0.616,0,0,8.4,0.618,2.8,0.605,3.3,5.7,9,3.1,0.8,1.1,2.1,2.6,12.1
C,5.8,8.8,0.652,0,0,8.8,0.652,2.8,0.569,3.2,5.9,9.1,2.2,1.2,1.3,1.1,3,13.1
PG,8.6,17.6,0.491,4.7,0.416,12.8,0.519,5.8,0.829,0.6,3,3.5,6.2,0.9,0.2,2.1,2.2,24
C,3.9,5.9,0.648,0,0,5.9,0.652,2.3,0.611,3.4,5.5,8.9,1.1,0.7,0.9,1.4,2.7,9.1
PG,3.5,8.4,0.419,3.8,0.327,4.6,0.496,2.2,0.723,1,2,3,2.9,1.3,0.5,1.8,2.3,9.9
PG,7.3,16,0.454,6.6,0.398,9.4,0.494,3.3,0.833,0.7,3.2,4,6.2,1,0.2,2.2,1.6,20
PG,1.2,2.8,0.429,1.2,0.333,1.6,0.5,0.4,0.5,0.2,1,1.2,0.8,0.8,0.4,0.8,1.2,3
PG,1.5,3.3,0.462,1.3,0.4,2,0.5,0.5,0.5,0.3,1,1.3,1,1,0.5,1,1.3,3.8
PG,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
PG,6.4,14.5,0.441,7.2,0.385,7.3,0.495,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21
C,4.2,7.5,0.558,0.4,0.2,7.1,0.58,2.2,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10
C,2.8,4.5,0.628,0.1,0.5,4.4,0.63,1.8,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9
C,5.4,10.2,0.531,0.8,0.167,9.5,0.559,2.5,0.712,2.3,5.8,8.1,0.7,0.2,0.8,1.5,2.9,12.7
C,6.6,13,0.506,4.5,0.355,8.6,0.585,4.9,0.788,1.7,5,6.8,1,1,3,1.7,3.6,18.6
C,5.9,9.2,0.644,0.1,0.1,9.1,0.653,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3
PG,1.3,2.9,0.439,1.3,0.278,1.6,0.565,0.1,0,0.1,1.4,1.6,1.9,0.1,0,0.7,0.5,2.9
C,1.8,3.3,0.551,0.6,0.103,2.7,0.654,1.8,0.699,0.8,2,2.8,0.7,0.4,0.4,0.7,1.4,5
C,2.1,3.6,0.6,1.7,0.5,1.9,0.692,2.3,0.938,0.9,2.1,3,1.4,0.4,0.6,0.7,2.1,7.3
PG,1,2.3,0.439,0.6,0.313,1.6,0.488,0.4,0.667,0.2,0.7,0.9,1.2,0.4,0.1,0.2,0.5,2.4
C,1.6,2.1,0.776,0,0,2,0.783,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4
PG,3,7,0.423,4.2,0.421,2.8,0.425,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1,2,8
C,2.6,4.9,0.528,1.2,0.25,3.7,0.621,1.5,0.752,1.7,2.3,4.1,1,0.2,0.4,0.9,1.8,6.6
C,11,20.1,0.548,3,0.33,17.1,0.587,11.7,0.857,1.7,8.4,10.2,4.2,1,1.7,3.4,3.1,33.1
C,0.9,2.8,0.321,1.8,0.229,0.9,0.5,0.2,0.75,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.2,2.4
PG,4.1,9.9,0.408,3.2,0.303,6.7,0.459,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4
C,5.6,10.3,0.547,1.4,0.349,8.9,0.577,2.8,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2,3.1,14.1
